shop,name,url,price,score,trading,review
巧媳妇家居旗舰店,巧媳妇厨房刀具不锈钢一体菜刀切菜刀 家用品质切片刀锋利斩切刀,https://detail.tmall.com/item.htm?id=37345791152&skuId=3234810076173&user_id=1051137906&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,53.00,2708.0,534笔,1640
胡子王旗舰店,金门菜刀胡子王新月切片菜刀具 厨房家用切片刀不锈钢菜刀切肉刀,https://detail.tmall.com/item.htm?id=17757820652&skuId=4611686036185208556&user_id=879857894&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,60.00,4499.0,693笔,3113
十八子作淘家专卖店,十八子作刀具套装厨房套刀菜刀不锈钢家用切片砍骨刀全套组合厨具,https://detail.tmall.com/item.htm?id=43747968819&skuId=3154075836885&user_id=2136380956&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,198.00,798.0,182笔,434
十八子作官方旗舰店,十八子作 不锈钢菜刀 锋利钼钒钢 锋利切片刀  厨房刀具 送刀架,https://detail.tmall.com/item.htm?id=19354923370&skuId=3422564027263&user_id=1625288681&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,128.00,6774.0,1338笔,4098
张小泉思优普专卖店,张小泉不锈钢刀具套装 菜刀家用套装厨房七件全套刀具组合菜刀,https://detail.tmall.com/item.htm?id=43841029747&skuId=85179385544&user_id=1848910522&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,239.00,21266.0,5633笔,1.0万
十八子作官方旗舰店,阳江十八子作厨房套刀刀具 菜刀套装组合七件套 钼钒钢不锈钢,https://detail.tmall.com/item.htm?id=24610020928&skuId=3258679269909&user_id=1625288681&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,399.00,13299.0,2515笔,8269
悠达家居专营店,阳江十八子作菜刀切片刀家用 不锈钢切肉切菜刀厨房刀具切片刀,https://detail.tmall.com/item.htm?id=38221259000&skuId=3208939167667&user_id=1831429802&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,66.00,5315.0,926笔,3463
铁匠世家旗舰店,铁匠世家菜刀切片刀手工锻打德国不锈钢厨刀家用切菜套刀厨房刀具,https://detail.tmall.com/item.htm?id=39466700084&skuId=4611686057894087988&user_id=2067034612&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,88.00,6017.0,518笔,4981
天猫超市,【天猫超市】张小泉厨房家用刀具凤凰归来切片刀切肉不锈钢菜刀,https://detail.tmall.com/item.htm?id=12290115149&skuId=46346941648&user_id=725677994&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,69.00,2834.0,664笔,1506
天猫超市,【天猫超市】张小泉锐志切片刀 不锈钢菜刀家用厨房刀具强韧锋利,https://detail.tmall.com/item.htm?id=525907581782&skuId=4611686544334969686&user_id=725677994&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,89.00,1097.0,406笔,285
张小泉思优普专卖店,张小泉菜刀 家用不锈钢厨刀切片刀 切肉刀小菜刀开刃免磨女士菜刀,https://detail.tmall.com/item.htm?id=38668962265&skuId=53520979158&user_id=1848910522&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,66.00,4734.0,787笔,3160
双立人飞鱼秀专卖店,德国双立人刀具套装厨房菜刀中片刀剁骨刀水果刀组合不锈钢套刀,https://detail.tmall.com/item.htm?id=37061525836&skuId=3104883980613&user_id=661205023&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,738.00,4331.0,760笔,2811
邓家刀旗舰店,邓家刀砍骨刀骨头刀菜刀厨房刀具手工锻打切骨刀斩骨刀剁骨刀,https://detail.tmall.com/item.htm?id=37456614166&skuId=41681085671&user_id=1975581916&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,49.00,12189.0,2764笔,6661
张小泉官方旗舰店,张小泉比翼双飞厨房套刀七件套装刀具不锈钢菜刀包邮 DC0147,https://detail.tmall.com/item.htm?id=37222821339&skuId=50479547773&user_id=684978371&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,318.00,3046.0,464笔,2118
双立人美滔美淘专卖店,德国双立人刀具套装菜刀厨房中片刀磨刀器菜板竹制,https://detail.tmall.com/item.htm?id=41906672574&skuId=4611686060334060478&user_id=134438005&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,1488.00,673.0,107笔,459
苏泊尔海飞轩专卖店,苏泊尔刀具套装 厨房菜刀套装不锈钢厨房套刀多用刀切片刀七件套,https://detail.tmall.com/item.htm?id=21965635391&skuId=3240599601322&user_id=911905430&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,179.00,10278.0,232笔,9814
德世朗官方旗舰店,德世朗菜刀家用厨房切菜刀德国不锈钢厨刀切片刀手工锻打切肉刀具,https://detail.tmall.com/item.htm?id=45084191725&skuId=3154064523338&user_id=820342842&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,139.00,8632.0,710笔,7212
德世朗官方旗舰店,德世朗不锈钢全套厨房套刀刀具德国进口钼钒钢菜刀套装组合七件套,https://detail.tmall.com/item.htm?id=528782562094&skuId=3204906863100&user_id=820342842&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,468.00,459.0,90笔,279
双立人飞鱼秀专卖店,德国双立人刀具组合切菜刀砍骨刀多用刀3件套装厨房家用不锈钢刀,https://detail.tmall.com/item.htm?id=37688309998&skuId=76984824310&user_id=661205023&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,548.00,409.0,105笔,199
双立人美滔美淘专卖店,双立人菜刀具切片刀套装Enjoy套装厨房中片刀砍骨刀进口不锈钢,https://detail.tmall.com/item.htm?id=20541003562&skuId=50335467668&user_id=134438005&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,438.00,1120.0,118笔,884
ameal旗舰店,Ameal菜刀套装家用刀具套装厨房用具德国不锈钢厨刀切片刀斩骨刀,https://detail.tmall.com/item.htm?id=42966326395&skuId=3161755391717&user_id=2066085694&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,298.00,1610.0,105笔,1400
大大和小小家居专营店,十八子作菜刀砍切刀十八子厨房刀具家用木柄不锈钢锋利切菜切片刀,https://detail.tmall.com/item.htm?id=535556529482&skuId=3201643702188&user_id=2824452710&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,59.00,2438.0,703笔,1032
周家刀旗舰店,斩骨刀周家刀砍骨砍菜刀钢刀手工锻打刀厨师骨头刀剁骨刀厨房刀具,https://detail.tmall.com/item.htm?id=44462742541&skuId=4611686062890130445&user_id=2421072120&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,129.00,643.0,221笔,201
十八子作官方旗舰店,十八子作 刀具 钢刃系列 高品质 三层复合钢菜刀 家用厨房切片刀,https://detail.tmall.com/item.htm?id=19572959679&skuId=3422536482448&user_id=1625288681&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,199.00,1289.0,264笔,761
十八子作官方旗舰店,十八子作 女士菜刀 不锈钢木柄切片刀 厨房轻巧切菜刀具,https://detail.tmall.com/item.htm?id=23274644903&skuId=3258660069737&user_id=1625288681&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,89.00,3848.0,598笔,2652
张小泉思优普专卖店,张小泉菜刀套装 家用厨房不锈钢组合套刀 菜刀小厨刀二件套刀具,https://detail.tmall.com/item.htm?id=38287980282&skuId=3116465533424&user_id=1848910522&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,118.00,6541.0,999笔,4543
张小泉思优普专卖店,张小泉菜刀厨房套装刀具 家用不锈钢菜刀套装七件全套刀具组合刀,https://detail.tmall.com/item.htm?id=36449420607&skuId=3116550283635&user_id=1848910522&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,368.00,2075.0,520笔,1035
天猫超市,【天猫超市】张小泉锋颖不锈钢斩骨刀家用厨房刀具菜刀剁肉砍骨刀,https://detail.tmall.com/item.htm?id=539367711832&skuId=4611686557795099736&user_id=725677994&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,79.00,1650.0,780笔,90
德世朗官方旗舰店,德世朗切菜刀德国进口不锈钢切片刀切肉刀水果刀厨房刀具五件套装,https://detail.tmall.com/item.htm?id=14218283970&skuId=3195550262564&user_id=820342842&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,299.00,1383.0,81笔,1221
天猫超市,【天猫超市】张小泉锋颖不锈钢家用小厨刀多用小菜刀切蔬果菜菜刀,https://detail.tmall.com/item.htm?id=539366987000&skuId=4611686557794374904&user_id=725677994&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,59.00,1450.0,694笔,62
双立人飞鱼秀专卖店,德国双立人刀具套装厨房菜刀砍骨刀水果刀8件套不锈钢全套刀组合,https://detail.tmall.com/item.htm?id=18985426908&skuId=45560830227&user_id=661205023&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,1088.00,402.0,173笔,56
张小泉官方旗舰店,张小泉锐志不锈钢切片刀湿式开刃钼钒钢锋利耐用厨师切菜切肉菜刀,https://detail.tmall.com/item.htm?id=525857779545&skuId=3130539501320&user_id=684978371&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,89.00,1721.0,410笔,901
双立人美滔美淘专卖店,德国双立人刀具套装TWIN Point红点磁性多用刀架8件厨房中片菜刀,https://detail.tmall.com/item.htm?id=540634266606&skuId=4611686559061654510&user_id=134438005&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,998.00,409.0,170笔,69
双立人美滔美淘专卖店,双立人刀具套装菜刀剪刀德国厨房中片刀磨刀器炊具套装,https://detail.tmall.com/item.htm?id=42975466777&skuId=4611686061402854681&user_id=134438005&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,1688.00,337.0,51笔,235
悠达家居专营店,十八子作菜刀套装家用全套组合刀具套装厨房不锈钢套刀厨具切片刀,https://detail.tmall.com/item.htm?id=43663817840&skuId=3138047302998&user_id=1831429802&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,189.00,5826.0,620笔,4586
德利尔旗舰店,德利尔陶瓷刀菜刀五件套装德国厨房陶瓷套刀刀具套装切片刀水果刀,https://detail.tmall.com/item.htm?id=45368879708&skuId=86311997088&user_id=1796285223&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,139.00,4685.0,1059笔,2567
bayco拜格旗舰店,拜格厨房刀具套装组合德国工艺不锈钢全套厨房家用菜刀水果刀套装,https://detail.tmall.com/item.htm?id=37030139660&skuId=3103698201789&user_id=1113302587&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,99.00,11821.0,4940笔,1941
kai贝印恩科专卖店,关孙六贝印原装进口中华菜刀厨刀中式刀三德刀套装多用厨刀包邮,https://detail.tmall.com/item.htm?id=527609359258&skuId=4611686546036747162&user_id=2680105814&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,296.00,624.0,182笔,260
悠达家居专营店,十八子作菜刀套装 厨房套刀厨刀切片刀砍骨刀组合 不锈钢刀具套装,https://detail.tmall.com/item.htm?id=44166049913&skuId=3120310170570&user_id=1831429802&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,90.00,6599.0,2547笔,1505
愉家居家日用专营店,十八子作菜刀切片刀一体成型全不锈钢刀具砍刀骨刀斩切刀阳江正品,https://detail.tmall.com/item.htm?id=44898583877&skuId=3131380496474&user_id=1882714749&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,45.00,2041.0,557笔,927
wishing海外专营店,德国双立人刀具家用切菜刀不锈钢中片刀切片刀切肉刀厨房刀具套装,https://detail.tmall.com/item.htm?id=525989664847&skuId=3206448591719&user_id=2242369532&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,299.00,790.0,347笔,96
陶正旗舰店,TRACEN/陶正陶瓷刀具 陶瓷刀套装 陶瓷刀菜刀 切肉刀切片刀水果刀,https://detail.tmall.com/item.htm?id=21552664338&skuId=3267362592527&user_id=1027236195&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,159.00,10439.0,2517笔,5405
bayco拜格旗舰店,拜格刀具套装家用德国工艺不锈钢厨房菜刀水果刀全套厨具用品组合,https://detail.tmall.com/item.htm?id=44164782157&skuId=3102000991882&user_id=1113302587&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,179.00,3637.0,1292笔,1053
Mytime官方海外旗舰店,德国进口双立人菜刀红点中片刀切片砍骨刀斩骨刀厨房磨刀器3件套,https://detail.tmall.com/item.htm?id=528969052303&skuId=4611686547396440207&user_id=2553412486&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,759.00,206.0,82笔,42
newair维艾旗舰店,维艾刀具套装菜刀厨房套刀德国套装组合不锈钢一体家用全套厨具,https://detail.tmall.com/item.htm?id=16914572019&skuId=63690100885&user_id=822941990&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,179.00,2460.0,1229笔,2
陶正旗舰店,陶正陶瓷刀 厨房刀具套装黑刃带槽陶瓷刀菜刀套装 陶瓷刀套装,https://detail.tmall.com/item.htm?id=538485949757&skuId=3238168897004&user_id=1027236195&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,299.00,540.0,233笔,74
德利尔旗舰店,德利尔黑刃陶瓷刀菜刀五件套装德国厨房陶瓷菜刀具套装切片水果刀,https://detail.tmall.com/item.htm?id=528948539844&skuId=3149915599314&user_id=1796285223&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,119.00,2170.0,616笔,938
邓家刀旗舰店,大足邓家刀菜刀组合刀具套装不锈钢9铬七件全套厨房套刀刀具,https://detail.tmall.com/item.htm?id=39427040716&skuId=3104098311053&user_id=1975581916&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,288.00,513.0,87笔,339
oou居家日用旗舰店,OOU刀具套装七件套砍骨刀切菜刀水果刀切片刀厨师刀磨刀器厨房用,https://detail.tmall.com/item.htm?id=534284587494&skuId=3427683170242&user_id=1913385940&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,358.00,141.0,61笔,19
豪圣旗舰店,豪圣不锈钢切菜刀家用厨房刀具套装切肉刀砍骨刀菜板组合切片刀,https://detail.tmall.com/item.htm?id=535688205707&skuId=3196445209035&user_id=2786385285&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,22.90,71000.0,2.6万笔,1.9万
邓家刀旗舰店,邓家刀手工锻打9铬复合钢菜刀 不锈钢夹层厨房刀具家用菜刀切片刀,https://detail.tmall.com/item.htm?id=532764632748&skuId=4611686551192020652&user_id=1975581916&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,198.00,336.0,118笔,100
铁匠世家旗舰店,铁匠世家手工锻打家用菜刀 不锈钢切片刀 厨房刀具切肉切菜刀厨刀,https://detail.tmall.com/item.htm?id=537223077728&skuId=4611686555650465632&user_id=2067034612&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,117.00,349.0,104笔,141
李培德旗舰店,夹钢菜刀铁菜刀切片刀切肉刀碳钢菜刀厨师刀专业菜刀超薄片刀锋利,https://detail.tmall.com/item.htm?id=535457091721&skuId=3195512757631&user_id=2436887674&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,129.00,298.0,105笔,88
铁匠世家旗舰店,铁匠世家菜刀切片刀手工锻打德国不锈钢斩切刀厨房刀具家用切菜刀,https://detail.tmall.com/item.htm?id=45558108996&skuId=4611686063985496900&user_id=2067034612&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,115.00,1144.0,93笔,958
苏泊尔载亿专卖店,苏泊尔刀具不锈钢套装刀具 家用刀具套装 厨房 菜刀套装切菜刀,https://detail.tmall.com/item.htm?id=19981125613&skuId=3421006699948&user_id=1122514112&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,69.00,14932.0,4048笔,6836
龙之艺旗舰店,龙之艺砍骨刀骨头刀家用菜刀不锈钢手工锻打斩骨刀剁骨刀切骨刀具,https://detail.tmall.com/item.htm?id=40506197791&skuId=3206666223492&user_id=2157875399&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,29.00,16398.0,2199笔,1.2万
苏泊尔汇田专卖店,苏泊尔厨房三件套装刀具全套厨房刀具菜刀/多用刀/多功能剪刀正品,https://detail.tmall.com/item.htm?id=18558168113&skuId=3244339152952&user_id=815034968&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,69.00,11412.0,1586笔,8240
kai贝印家居旗舰店,1元预售Tsuyu旬大马士革钢全球限量款日式厨刀纯手工主厨刀,https://detail.tmall.com/item.htm?id=536031214723&skuId=3408073598254&user_id=2185490739&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,5400.00,11.0,4笔,3
kai贝印恩科专卖店,kai贝印日本原装进口 shun旬刀500万把销售纪念套刀菜刀水果刀,https://detail.tmall.com/item.htm?id=532859714121&skuId=4611686551287102025&user_id=2680105814&cat_id=2&is_b=1&rn=dcc51554a2cbe941a9cbeb6ace96819b,1980.00,105.0,38笔,29
